Order,Family name,Family,Common_name,Scientific_name,Authority,BirdLife_taxonomic_treatment,2018_IUCN_Redlist,Synonyms
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Lophornis chalybeus,"(Vieillot, 1823)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Ecuadorian Piedtail,Phlogophilus hemileucurus,"Gould, 1860",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Peruvian Piedtail,Phlogophilus harterti,"Berlepsch & Stolzmann, 1901",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Speckled Hummingbird,Adelomyia melanogenys,"(Fraser, 1840)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Long-tailed Sylph,Aglaiocercus kingii,"(Hartert, 1898)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-tailed Sylph,Aglaiocercus coelestis,"(Gould, 1861)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Venezuelan Sylph,Aglaiocercus berlepschi,"(E. Hartert, 1898)",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Aglaiocercus kingi,"(Hartert, 1898)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Red-tailed Comet,Sappho sparganurus,"(Shaw, 1812)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Grey-bellied Comet,Taphrolesbia griseiventris,"(Taczanowski, 1883)",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bronze-tailed Comet,Polyonymus caroli,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Ecuadorian Hillstar,Oreotrochilus chimborazo,"(DeLattre & Bourcier, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Andean Hillstar,Oreotrochilus estella,"(d'Orbigny & Lafresnaye, 1838)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-headed Hillstar,Oreotrochilus stolzmanni,"Salvin, 1895",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-sided Hillstar,Oreotrochilus leucopleurus,"Gould, 1847",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-breasted Hillstar,Oreotrochilus melanogaster,"Gould, 1847",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Wedge-tailed Hillstar,Oreotrochilus adela,"(d'Orbigny & Lafresnaye, 1838)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Oreotrochilus estella,"(d'Orbigny & Lafresnaye, 1838)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Mountain Avocetbill,Opisthoprora euryptera,"(Loddiges, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-tailed Trainbearer,Lesbia victoriae,"(Bourcier & Mulsant, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-tailed Trainbearer,Lesbia nuna,"(Lesson, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-backed Thornbill,Ramphomicron dorsale,"Salvin & Godman, 1880",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-backed Thornbill,Ramphomicron microrhynchum,"(Boissonneau, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-capped Thornbill,Chalcostigma ruficeps,"(Gould, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Olivaceous Thornbill,Chalcostigma olivaceum,"(Lawrence, 1864)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-mantled Thornbill,Chalcostigma stanleyi,"(Bourcier, 1851)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bronze-tailed Thornbill,Chalcostigma heteropogon,"(Boissonneau, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rainbow-bearded Thornbill,Chalcostigma herrani,"(DeLattre & Bourcier, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-bearded Helmetcrest,Oxypogon cyanolaemus,"Salvin & Godman, 1880",R,CR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-bearded Helmetcrest,Oxypogon lindenii,"(Parzudaki, 1845)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-bearded Helmetcrest,Oxypogon guerinii,"(Boissonneau, 1840)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buffy Helmetcrest,Oxypogon stuebelii,"A. B. Meyer, 1884",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Oxypogon guerinii,"(Boissonneau, 1840)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Western Mountaineer,Oreonympha albolimbata,"Berlioz, 1938",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Eastern Mountaineer,Oreonympha nobilis,"Gould, 1869",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Oreonympha nobilis,"Gould, 1869",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Perija Metaltail,Metallura iracunda,"Wetmore, 1947",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tyrian Metaltail,Metallura tyrianthina,"(Loddiges, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Viridian Metaltail,Metallura williami,"(DeLattre & Bourcier, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-throated Metaltail,Metallura baroni,"Salvin, 1893",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Neblina Metaltail,Metallura odomae,"Graves, 1980",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Coppery Metaltail,Metallura theresiae,"Simon, 1902",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fire-throated Metaltail,Metallura eupogon,"(Cabanis, 1874)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Scaled Metaltail,Metallura aeneocauda,"(Gould, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black Metaltail,Metallura phoebe,"(Lesson & DeLattre, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Greenish Puffleg,Haplophaedia aureliae,"(Bourcier & Mulsant, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-thighed Puffleg,Haplophaedia assimilis,"(Elliot, 1876)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Hoary Puffleg,Haplophaedia lugens,"(Gould, 1851)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Haplophaedia aureliae,"(Bourcier & Mulsant, 1846)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-breasted Puffleg,Eriocnemis nigrivestis,"(Bourcier & Mulsant, 1852)",R,CR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gorgeted Puffleg,Eriocnemis isabellae,"Cortés-Diago, Ortega, Mazariegos-Hurtado & Weller, 2007",R,CR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Glowing Puffleg,Eriocnemis vestita,"(Lesson, 1838)",R,LC,Eriocnemis vestitus
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-thighed Puffleg,Eriocnemis derbyi,"(DeLattre & Bourcier, 1846)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Turquoise-throated Puffleg,Eriocnemis godini,"(Bourcier, 1851)",R,CR (PE),
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Coppery-bellied Puffleg,Eriocnemis cupreoventris,"(Fraser, 1840)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sapphire-vented Puffleg,Eriocnemis luciani,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Coppery-naped Puffleg,Eriocnemis sapphiropygia,"Taczanowski, 1874",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Golden-breasted Puffleg,Eriocnemis mosquera,"(DeLattre & Bourcier, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-capped Puffleg,Eriocnemis glaucopoides,"(d'Orbigny & Lafresnaye, 1838)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Colorful Puffleg,Eriocnemis mirabilis,"Meyer de Schauensee, 1967",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Emerald-bellied Puffleg,Eriocnemis aline,"(Bourcier, 1842)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Eriocnemis luciani,"(Bourcier, 1847)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Marvelous Spatuletail,Loddigesia mirabilis,"(Bourcier, 1847)",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Shining Sunbeam,Aglaeactis cupripennis,"(Bourcier, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tufted Sunbeam,Aglaeactis castelnaudii,"(Bourcier & Mulsant, 1848)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-backed Sunbeam,Aglaeactis aliciae,"Salvin, 1896",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-hooded Sunbeam,Aglaeactis pamela,"(d'Orbigny, 1838)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bronzy Inca,Coeligena coeligena,"(Lesson, 1833)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black Inca,Coeligena prunellei,"(Bourcier, 1843)",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Brown Inca,Coeligena wilsoni,"(DeLattre & Bourcier, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green Inca,Coeligena conradii,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Collared Inca,Coeligena torquata,"(Boissonneau, 1840)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Vilcabamba Inca,Coeligena eisenmanni,"Weske, 1985",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gould's Inca,Coeligena inca,"(Gould, 1852)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Huanuco Starfrontlet,Coeligena dichroura,"(Taczanowski, 1874)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Apurimac Starfrontlet,Coeligena albicaudata,"Schuchmann & Züchner, 1997",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cuzco Starfrontlet,Coeligena osculans,"(Gould, 1871)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bolivian Starfrontlet,Coeligena violifer,"(Gould, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rainbow Starfrontlet,Coeligena iris,"(Gould, 1854)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Starfrontlet,Coeligena phalerata,"(Bangs, 1898)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Glittering Starfrontlet,Coeligena orina,"Wetmore, 1953",R,CR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-winged Starfrontlet,Coeligena lutetiae,"(DeLattre & Bourcier, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Perija Starfrontlet,Coeligena consita,"Wetmore & Phelps, Jr., 1952",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Golden-bellied Starfrontlet,Coeligena bonapartei,"(Boissonneau, 1840)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Golden Starfrontlet,Coeligena eos,"(Gould, 1848)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-throated Starfrontlet,Coeligena helianthea,"(Lesson, 1838)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Coeligena bonapartei,"(Boissonneau, 1840)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Coeligena violifer,"(Gould, 1846)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Coeligena torquata,"(Boissonneau, 1840)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Mountain Velvetbreast,Lafresnaya lafresnayi,"(Boissonneau, 1840)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sword-billed Hummingbird,Ensifera ensifera,"(Boissonneau, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Great Sapphirewing,Pterophanes cyanopterus,"(Fraser, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-tailed Coronet,Boissonneaua flavescens,"(Loddiges, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Chestnut-breasted Coronet,Boissonneaua matthewsii,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Velvet-purple Coronet,Boissonneaua jardini,"(Bourcier, 1851)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Booted Racket-tail,Ocreatus underwoodii,"(Lesson, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-gaped Hillstar,Urochroa bougueri,"(Bourcier, 1851)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Hillstar,Urochroa leucura,"Lawrence, 1864",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Urochroa bougueri,"(Bourcier, 1851)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-bibbed Whitetip,Urosticte benjamini,"(Bourcier, 1851)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-vented Whitetip,Urosticte ruficrissa,"Lawrence, 1864",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Velvet-browed Brilliant,Heliodoxa xanthogonys,"Salvin & Godman, 1882",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Pink-throated Brilliant,Heliodoxa gularis,"(Gould, 1860)",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-webbed Brilliant,Heliodoxa branickii,"(Taczanowski, 1874)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-throated Brilliant,Heliodoxa schreibersii,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-breasted Brilliant,Heliodoxa whitelyana,"(Gould, 1872)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gould's Brilliant,Heliodoxa aurescens,"(Gould, 1846)",R,LC,Polyplancta aurescens
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fawn-breasted Brilliant,Heliodoxa rubinoides,"(Bourcier & Mulsant, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-crowned Brilliant,Heliodoxa jacula,"Gould, 1850",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Empress Brilliant,Heliodoxa imperatrix,"(Gould, 1856)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-fronted Brilliant,Heliodoxa leadbeateri,"(Bourcier, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Heliodoxa schreibersii,"(Bourcier, 1847)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Brazilian Ruby,Clytolaema rubricauda,"(Boddaert, 1783)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Giant Hummingbird,Patagona gigas,"(Vieillot, 1824)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Golden-crowned Emerald,Chlorostilbon auriceps,"(Gould, 1852)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cozumel Emerald,Chlorostilbon forficatus,"Ridgway, 1885",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Canivet's Emerald,Chlorostilbon canivetii,"(Lesson, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Garden Emerald,Chlorostilbon assimilis,"Lawrence, 1861",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Red-billed Emerald,Chlorostilbon gibsoni,"(Fraser, 1840)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-tailed Emerald,Chlorostilbon mellisugus,"(Linnaeus, 1758)",R,LC,Chlorostilbon melanorhynchus
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Chiribiquete Emerald,Chlorostilbon olivaresi,"Stiles, 1996",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Brace's Emerald,Chlorostilbon bracei,"(Lawrence, 1877)",R,EX,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Caribbean Emerald,Chlorostilbon elegans,"(Gould, 1860)",R,EX,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cuban Emerald,Chlorostilbon ricordii,"(Gervais, 1835)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Hispaniolan Emerald,Chlorostilbon swainsonii,"(Lesson, 1829)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Puerto Rican Emerald,Chlorostilbon maugaeus,"(Audebert & Vieillot, 1801)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Glittering-bellied Emerald,Chlorostilbon lucidus,"(d'Orbigny & Lafresnaye, 1838)",R,LC,Chlorostilbon aureoventris
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Coppery Emerald,Chlorostilbon russatus,"(Salvin & Godman, 1881)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Narrow-tailed Emerald,Chlorostilbon stenurus,"(Cabanis & Heine, 1860)",R,LC,Chlorostilbon stenura
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Short-tailed Emerald,Chlorostilbon poortmani,"(Bourcier, 1843)",R,LC,Chlorostilbon alice
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-chinned Emerald,Chlorostilbon notatus,"(G. C. Reich, 1793)",R,LC,Chlorestes notatus
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon canivetii,"(Lesson, 1832)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon mellisugus,"(Linnaeus, 1758)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon poortmani,"(Bourcier, 1843)",NR,NR,Chlorostilbon poortmanni
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon alice,"(Bourcier & Mulsant, 1848)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon melanorhynchus,"Gould, 1860",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Dusky Hummingbird,Cynanthus sordidus,"(Gould, 1859)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Broad-billed Hummingbird,Cynanthus latirostris,"Swainson, 1827",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Turquoise-crowned Hummingbird,Cynanthus doubledayi,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tres Marias Hummingbird,Cynanthus lawrencei,"(Berlepsch, 1887)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Cynanthus latirostris,"Swainson, 1827",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-headed Hummingbird,Cyanophaia bicolor,"(Gmelin, 1788)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-headed Hummingbird,Klais guimeti,"(Bourcier, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Emerald-chinned Hummingbird,Abeillia abeillei,"(Lesson & DeLattre, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Antillean Crested Hummingbird,Orthorhyncus cristatus,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-crowned Plovercrest,Stephanoxis lalandi,"(Vieillot, 1818)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-crowned Plovercrest,Stephanoxis loddigesii,"(Gould, 1831)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Stephanoxis lalandi,"(Vieillot, 1818)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sombre Hummingbird,Aphantochroa cirrochloris,"(Vieillot, 1818)",R,LC,Aphantochroa cirrhochloris
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blossomcrown,Anthocephala floriceps,"(Gould, 1854)",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Scaly-breasted Sabrewing,Campylopterus cuvierii,"(DeLattre & Bourcier, 1846)",R,LC,Phaeochroa cuvieri
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Wedge-tailed Sabrewing,Campylopterus curvipennis,"(Deppe, 1830)",R,LC,Campylopterus excellens
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Grey-breasted Sabrewing,Campylopterus largipennis,"(Boddaert, 1783)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous Sabrewing,Campylopterus rufus,"Lesson, 1840",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-breasted Sabrewing,Campylopterus hyperythrus,"Cabanis, 1848",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet Sabrewing,Campylopterus hemileucurus,"(Deppe, 1830)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Sabrewing,Campylopterus ensipennis,"(Swainson, 1822)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Lazuline Sabrewing,Campylopterus falcatus,"(Swainson, 1821)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Santa Marta Sabrewing,Campylopterus phainopeplus,"Salvin & Godman, 1879",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Napo Sabrewing,Campylopterus villaviscensio,"(Bourcier, 1851)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-breasted Sabrewing,Campylopterus duidae,"Chapman, 1929",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Campylopterus excellens,"(Wetmore, 1941)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Campylopterus curvipennis,"(Deppe, 1830)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Swallow-tailed Hummingbird,Eupetomena macroura,"(Gmelin, 1788)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Stripe-tailed Hummingbird,Eupherusa eximia,"(DeLattre, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Oaxaca Hummingbird,Eupherusa cyanophrys,"Rowley & Orr, 1964",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Hummingbird,Eupherusa poliocerca,"Elliot, 1871",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-bellied Hummingbird,Eupherusa nigriventris,"Lawrence, 1867",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Emerald,Elvira chionura,"(Gould, 1851)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Coppery-headed Emerald,Elvira cupreiceps,"(Lawrence, 1867)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Snowcap,Microchera albocoronata,"(Lawrence, 1855)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-vented Plumeleteer,Chalybura buffonii,"(Lesson, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bronze-tailed Plumeleteer,Chalybura urochrysia,"(Gould, 1861)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Mexican Woodnymph,Thalurania ridgwayi,"Nelson, 1900",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Crowned Woodnymph,Thalurania colombica,"(Bourcier, 1843)",R,LC,Thalurania fannyi
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fork-tailed Woodnymph,Thalurania furcata,"(Gmelin, 1788)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Long-tailed Woodnymph,Thalurania watertonii,"(Bourcier, 1847)",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-capped Woodnymph,Thalurania glaucopis,"(Gmelin, 1788)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Thalurania colombica,"(Bourcier, 1843)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Thalurania hypochlora,"Gould, 1857",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Thalurania fannyi,"(DeLattre & Bourcier, 1846)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Many-spotted Hummingbird,Taphrospilus hypostictus,"(Gould, 1862)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-throated Hummingbird,Leucochloris albicollis,"(Vieillot, 1818)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buffy Hummingbird,Leucippus fallax,"(Bourcier, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tumbes Hummingbird,Leucippus baeri,"Simon, 1901",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Spot-throated Hummingbird,Leucippus taczanowskii,"(Sclater, 1879)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Olive-spotted Hummingbird,Leucippus chlorocercus,"(Gould, 1866)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-bellied Hummingbird,Amazilia chionogaster,"(Tschudi, 1845)",R,LC,Leucippus chionogaster
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-and-white Hummingbird,Amazilia viridicauda,"Berlepsch, 1883",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-tailed Hummingbird,Amazilia tzacatl,"(de la Llave, 1833)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Chestnut-bellied Hummingbird,Amazilia castaneiventris,"Gould, 1856",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-bellied Hummingbird,Amazilia yucatanensis,"(Cabot, 1845)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cinnamon Hummingbird,Amazilia rutila,"(DeLattre, 1842)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Amazilia Hummingbird,Amazilia amazilia,"(Lesson, 1827)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Plain-bellied Emerald,Amazilia leucogaster,"(Gmelin, 1788)",R,LC,
