Order,Family name,Family,Common_name,Scientific_name,Authority,BirdLife_taxonomic_treatment,2018_IUCN_Redlist,Synonyms
PASSERIFORMES,Cardinalidae,Cardinals,Red-breasted Chat,Granatellus venustus,"Bonaparte, 1850",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Tres Marias Chat,Granatellus francescae,"Baird, 1865",R,NT,
PASSERIFORMES,Cardinalidae,Cardinals,Grey-throated Chat,Granatellus sallaei,"Bonaparte, 1856",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Rose-breasted Chat,Granatellus pelzelni,"Sclater, 1865",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Rose-bellied Chat,Granatellus paraensis,"Rothschild, 1906",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,,Granatellus venustus,"Bonaparte, 1850",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,,Granatellus pelzelni,"Sclater, 1865",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,Dickcissel,Spiza americana,"(Gmelin, 1789)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,,Spiza townsendi,"(Audubon, 1834)",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,Indigo Bunting,Passerina cyanea,"(Linnaeus, 1766)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Blue Grosbeak,Passerina caerulea,"(Linnaeus, 1758)",R,LC,Guiraca caerulea
PASSERIFORMES,Cardinalidae,Cardinals,Lazuli Bunting,Passerina amoena,"(Say, 1823)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Rose-bellied Bunting,Passerina rositae,"(Lawrence, 1874)",R,NT,
PASSERIFORMES,Cardinalidae,Cardinals,Orange-breasted Bunting,Passerina leclancherii,"Lafresnaye, 1840",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Varied Bunting,Passerina versicolor,"(Bonaparte, 1838)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Painted Bunting,Passerina ciris,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Blue Bunting,Cyanocompsa parellina,"(Bonaparte, 1850)",R,LC,Passerina parellina
PASSERIFORMES,Cardinalidae,Cardinals,Slate-blue Seedeater,Amaurospiza relicta,"(Griscom, 1934)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Blue Seedeater,Amaurospiza moesta,"(Hartlaub, 1853)",R,LC,Amaurospiza carrizalensis
PASSERIFORMES,Cardinalidae,Cardinals,,Amaurospiza moesta,"(Hartlaub, 1853)",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,,Amaurospiza concolor,"Cabanis, 1861",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,,Amaurospiza carrizalensis,"Lentino & Restall, 2003",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,,Amaurospiza concolor,"Cabanis, 1861",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,Blue-black Grosbeak,Cyanoloxia cyanoides,"(Lafresnaye, 1847)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Amazonian Grosbeak,Cyanoloxia rothschildii,"(Bartlett, 1890)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Ultramarine Grosbeak,Cyanoloxia brissonii,"(Lichtenstein, 1823)",R,LC,Passerina brissonii
PASSERIFORMES,Cardinalidae,Cardinals,Glaucous-blue Grosbeak,Cyanoloxia glaucocaerulea,"(D'Orbigny & Lafresnaye, 1837)",R,LC,Passerina glaucocaerulea
PASSERIFORMES,Cardinalidae,Cardinals,,Cyanoloxia cyanoides,"(Lafresnaye, 1847)",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,Red-throated Ant-tanager,Habia fuscicauda,"(Cabanis, 1861)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Sooty Ant-tanager,Habia gutturalis,"(Sclater, 1854)",R,NT,
PASSERIFORMES,Cardinalidae,Cardinals,Black-cheeked Ant-tanager,Habia atrimaxillaris,"(Dwight & Griscom, 1924)",R,EN,
PASSERIFORMES,Cardinalidae,Cardinals,Crested Ant-tanager,Habia cristata,"(Lawrence, 1875)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Red-crowned Ant-tanager,Habia rubica,"(Vieillot, 1817)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Carmiol's Tanager,Habia carmioli,"(Lawrence, 1868)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Yellow-lored Tanager,Habia frenata,"von Berlepsch, 1907",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Lemon-spectacled Tanager,Habia olivacea,"(Cassin, 1860)",R,LC,Chlorothraupis olivacea
PASSERIFORMES,Cardinalidae,Cardinals,Ochre-breasted Tanager,Habia stolzmanni,"(Berlepsch & Taczanowski, 1883)",R,LC,Chlorothraupis stolzmanni
PASSERIFORMES,Cardinalidae,Cardinals,,Habia carmioli,"(Lawrence, 1868)",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,Rose-throated Tanager,Piranga roseogularis,"(Cabot, 1846)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Red-headed Tanager,Piranga erythrocephala,"(Swainson, 1827)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Red-hooded Tanager,Piranga rubriceps,"Gray, 1844",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,White-winged Tanager,Piranga leucoptera,"Trudeau, 1839",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Scarlet Tanager,Piranga olivacea,"(Gmelin, 1789)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Summer Tanager,Piranga rubra,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Flame-colored Tanager,Piranga bidentata,"(Swainson, 1827)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Western Tanager,Piranga ludoviciana,"(Wilson, 1811)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Hepatic Tanager,Piranga hepatica,"Swainson, 1827",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Red Tanager,Piranga flava,"(Vieillot, 1822)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,,Piranga flava,"(Vieillot, 1822)",NR,NR,
PASSERIFORMES,Cardinalidae,Cardinals,Northern Cardinal,Cardinalis cardinalis,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Vermilion Cardinal,Cardinalis phoeniceus,"Bonaparte, 1838",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Pyrrhuloxia,Cardinalis sinuatus,"Bonaparte, 1838",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Black-faced Grosbeak,Caryothraustes poliogaster,"(Du Bus De Gisignies, 1847)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Yellow-green Grosbeak,Caryothraustes canadensis,"(Linnaeus, 1766)",R,LC,
PASSERIFORMES,Cardinalidae,Cardinals,Crimson-collared Grosbeak,Caryothraustes celaeno,"(Deppe, 1830)",R,LC,Rhodothraupis celaeno
PASSERIFORMES,Cardinalidae,Cardinals,Red-and-black Grosbeak,Caryothraustes erythromelas,"(Gmelin, 1789)",R,NT,Periporphyrus erythromelas
PASSERIFORMES,Thraupidae,Tanagers,Plushcap,Catamblyrhynchus diadema,"Lafresnaye, 1842",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Coalcrest,Charitospiza eucosma,"Oberholser, 1905",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,Brown Tanager,Orchesticus abeillei,"(Lesson, 1839)",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,Yellow-shouldered Grosbeak,Parkerthraustes humeralis,"(Lawrence, 1867)",R,LC,Caryothraustes humeralis
PASSERIFORMES,Thraupidae,Tanagers,Hooded Tanager,Nemosia pileata,"(Boddaert, 1783)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Cherry-throated Tanager,Nemosia rourei,"Cabanis, 1870",R,CR,
PASSERIFORMES,Thraupidae,Tanagers,Blue-backed Tanager,Cyanicterus cyanicterus,"(Vieillot, 1819)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,White-capped Tanager,Sericossypha albocristata,"(Lafresnaye, 1843)",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,Scarlet-throated Tanager,Compsothraupis loricata,"(Lichtenstein, 1819)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-masked Finch,Coryphaspiza melanotis,"(Temminck, 1822)",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,Great Pampa-finch,Embernagra platensis,"(Gmelin, 1789)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Pale-throated Pampa-finch,Embernagra longicauda,"Strickland, 1844",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Lesser Grass-finch,Emberizoides ypiranganus,"Ihering, 1907",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Wedge-tailed Grass-finch,Emberizoides herbicola,"(Vieillot, 1817)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Duida Grass-finch,Emberizoides duidae,"Chapman, 1929",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,Great Inca-finch,Incaspiza pulchra,"(Sclater, 1886)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Rufous-backed Inca-finch,Incaspiza personata,"(Salvin, 1895)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Grey-winged Inca-finch,Incaspiza ortizi,"Zimmer, 1952",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Buff-bridled Inca-finch,Incaspiza laeta,"(Salvin, 1895)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Little Inca-finch,Incaspiza watkinsi,"Chapman, 1925",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,Mourning Sierra-finch,Rhopospina fruticeti,"(Kittlitz, 1833)",R,LC,Phrygilus fruticeti
PASSERIFORMES,Thraupidae,Tanagers,Blue Finch,Porphyrospiza caerulescens,"(Wied, 1830)",R,NT,Passerina caerulescens
PASSERIFORMES,Thraupidae,Tanagers,Band-tailed Sierra-finch,Corydospiza alaudina,"(Kittlitz, 1833)",R,LC,Phrygilus alaudinus
PASSERIFORMES,Thraupidae,Tanagers,Carbon Sierra-finch,Corydospiza carbonaria,"(Lafresnaye & D'Orbigny, 1837)",R,LC,Phrygilus carbonarius
PASSERIFORMES,Thraupidae,Tanagers,Green Honeycreeper,Chlorophanes spiza,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Golden-collared Honeycreeper,Iridophanes pulcherrimus,"(Sclater, 1853)",R,LC,Tangara pulcherrima
PASSERIFORMES,Thraupidae,Tanagers,Scarlet-and-white Tanager,Chrysothlypis salmoni,"(Sclater, 1886)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-and-yellow Tanager,Chrysothlypis chrysomelas,"(Sclater & Salvin, 1869)",R,LC,Chrysothlypis chrysomelaena
PASSERIFORMES,Thraupidae,Tanagers,Sulphur-rumped Tanager,Heterospingus rubrifrons,"(Lawrence, 1865)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Scarlet-browed Tanager,Heterospingus xanthopygius,"(Sclater, 1855)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Yellow-backed Tanager,Hemithraupis flavicollis,"(Vieillot, 1818)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Guira Tanager,Hemithraupis guira,"(Linnaeus, 1766)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Rufous-headed Tanager,Hemithraupis ruficapilla,"(Vieillot, 1818)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Swallow Tanager,Tersina viridis,"(Illiger, 1811)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Purple Honeycreeper,Cyanerpes caeruleus,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Red-legged Honeycreeper,Cyanerpes cyaneus,"(Linnaeus, 1766)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Short-billed Honeycreeper,Cyanerpes nitidus,"(Hartlaub, 1847)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Shining Honeycreeper,Cyanerpes lucidus,"(Sclater & Salvin, 1859)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Scarlet-breasted Dacnis,Dacnis berlepschi,"Hartert, 1900",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,Scarlet-thighed Dacnis,Dacnis venusta,"Lawrence, 1862",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Blue Dacnis,Dacnis cayana,"(Linnaeus, 1766)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Yellow-bellied Dacnis,Dacnis flaviventer,"d'Orbigny & Lafresnaye, 1837",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Turquoise Dacnis,Dacnis hartlaubi,"(Sclater, 1855)",R,VU,Pseudodacnis hartlaubi
PASSERIFORMES,Thraupidae,Tanagers,Yellow-tufted Dacnis,Dacnis egregia,"Sclater, 1855",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-faced Dacnis,Dacnis lineata,"(Gmelin, 1789)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Viridian Dacnis,Dacnis viguieri,"Salvin & Godman, 1883",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,Black-legged Dacnis,Dacnis nigripes,"Pelzeln, 1856",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,White-bellied Dacnis,Dacnis albiventris,"(Sclater, 1852)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,,Dacnis lineata,"(Gmelin, 1789)",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,Many-colored Chaco Finch,Saltator multicolor,"(Burmeister, 1860)",R,LC,Saltatricula multicolor
PASSERIFORMES,Thraupidae,Tanagers,Black-throated Saltator,Saltator atricollis,"Vieillot, 1817",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Orinocan Saltator,Saltator orenocensis,"Lafresnaye, 1846",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Green-winged Saltator,Saltator similis,"d'Orbigny & Lafresnaye, 1837",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Northern Grey Saltator,Saltator grandis,"Deppe, 1830",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Caribbean Grey Saltator,Saltator olivascens,"Cabanis, 1849",R,LC,Saltator plumbeus
PASSERIFORMES,Thraupidae,Tanagers,Amazonian Grey Saltator,Saltator coerulescens,"Vieillot, 1817",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Streaked Saltator,Saltator striatipectus,"Lafresnaye, 1847",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Lesser Antillean Saltator,Saltator albicollis,"Vieillot, 1817",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Buff-throated Saltator,Saltator maximus,"(Müller, 1776)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-winged Saltator,Saltator atripennis,"Sclater, 1856",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-headed Saltator,Saltator atriceps,"(Lesson, 1832)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-cowled Saltator,Saltator nigriceps,"(Chapman, 1914)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-throated Grosbeak,Saltator fuliginosus,"(Daudin, 1800)",R,LC,Pitylus fuliginosus
PASSERIFORMES,Thraupidae,Tanagers,Slate-colored Grosbeak,Saltator grossus,"(Linnaeus, 1766)",R,LC,Pitylus grossus
PASSERIFORMES,Thraupidae,Tanagers,Masked Saltator,Saltator cinctus,"Zimmer, 1943",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,Thick-billed Saltator,Saltator maxillosus,"Cabanis, 1851",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Golden-billed Saltator,Saltator aurantiirostris,"Vieillot, 1817",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,,Saltator coerulescens,"Vieillot, 1817",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,,Saltator albicollis,"Vieillot, 1817",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,Bananaquit,Coereba flaveola,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Yellow-faced Grassquit,Tiaris olivaceus,"(Linnaeus, 1766)",R,LC,Tiaris olivacea
PASSERIFORMES,Thraupidae,Tanagers,Orangequit,Euneornis campestris,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Puerto Rican Bullfinch,Pyrrhulagra portoricensis,"(Daudin, 1800)",R,LC,Loxigilla portoricensis
PASSERIFORMES,Thraupidae,Tanagers,Greater Antillean Bullfinch,Pyrrhulagra violacea,"(Linnaeus, 1758)",R,LC,Loxigilla violacea
PASSERIFORMES,Thraupidae,Tanagers,Cuban Bullfinch,Pyrrhulagra nigra,"(Linnaeus, 1758)",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,Grand Cayman Bullfinch,Pyrrhulagra taylori,"(Hartert, 1896)",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,,Pyrrhulagra nigra,"(Linnaeus, 1758)",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,Yellow-shouldered Grassquit,Loxipasser anoxanthus,"(Gosse, 1847)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Cuban Grassquit,Phonipara canora,"(Gmelin, 1789)",R,LC,Tiaris canora
PASSERIFORMES,Thraupidae,Tanagers,Barbados Bullfinch,Loxigilla barbadensis,"Cory, 1886",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Lesser Antillean Bullfinch,Loxigilla noctis,"(Linnaeus, 1766)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,,Loxigilla noctis,"(Linnaeus, 1766)",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,St Lucia Black Finch,Melanospiza richardsoni,"(Cory, 1886)",R,EN,
PASSERIFORMES,Thraupidae,Tanagers,Black-faced Grassquit,Melanospiza bicolor,"(Linnaeus, 1766)",R,LC,Tiaris bicolor
PASSERIFORMES,Thraupidae,Tanagers,Sooty Grassquit,Asemospiza fuliginosa,"(Wied, 1830)",R,LC,Tiaris fuliginosa
PASSERIFORMES,Thraupidae,Tanagers,Dull-colored Grassquit,Asemospiza obscura,"(d'Orbigny & Lafresnaye, 1837)",R,LC,Tiaris obscura
PASSERIFORMES,Thraupidae,Tanagers,Grey Warbler-finch,Certhidea fusca,"Sclater & Salvin, 1870",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Green Warbler-finch,Certhidea olivacea,"Gould, 1837",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,,Certhidea olivacea,"Gould, 1837",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,Vegetarian Finch,Platyspiza crassirostris,"Gould, 1837",R,LC,Camarhynchus crassirostris
PASSERIFORMES,Thraupidae,Tanagers,Cocos Finch,Pinaroloxias inornata,"(Gould, 1843)",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,Sharp-beaked Ground-finch,Geospiza difficilis,"Sharpe, 1888",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Large Tree-finch,Geospiza psittacula,"Gould, 1837",R,VU,Camarhynchus psittacula
PASSERIFORMES,Thraupidae,Tanagers,Medium Tree-finch,Geospiza pauper,"(Ridgway, 1890)",R,CR,Camarhynchus pauper
PASSERIFORMES,Thraupidae,Tanagers,Small Tree-finch,Geospiza parvula,"(Gould, 1837)",R,LC,Camarhynchus parvulus
PASSERIFORMES,Thraupidae,Tanagers,Mangrove Finch,Geospiza heliobates,"(Snodgrass & Heller, 1901)",R,CR,Camarhynchus heliobates
PASSERIFORMES,Thraupidae,Tanagers,Woodpecker Finch,Geospiza pallida,"(Sclater & Salvin, 1870)",R,VU,Camarhynchus pallidus
PASSERIFORMES,Thraupidae,Tanagers,Vampire Ground-finch,Geospiza septentrionalis,"Rothschild & Hartert, 1899",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,Small Ground-finch,Geospiza fuliginosa,"Gould, 1837",R,LC,Geospiza fulginosa
PASSERIFORMES,Thraupidae,Tanagers,Medium Ground-finch,Geospiza fortis,"Gould, 1837",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Genovesa Ground-finch,Geospiza acutirostris,"Ridgway, 1894",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,Large Ground-finch,Geospiza magnirostris,"Gould, 1837",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Espanola Cactus-finch,Geospiza conirostris,"Ridgway, 1890",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,Common Cactus-finch,Geospiza scandens,"(Gould, 1837)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Genovesa Cactus-finch,Geospiza propinqua,"Ridgway, 1894",R,VU,
PASSERIFORMES,Thraupidae,Tanagers,,Geospiza difficilis,"Sharpe, 1888",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,,Geospiza conirostris,"Ridgway, 1890",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,Blue-black Grassquit,Volatinia jacarina,"(Linnaeus, 1766)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-and-white Tanager,Conothraupis speculigera,"(Gould, 1855)",R,NT,
PASSERIFORMES,Thraupidae,Tanagers,Cone-billed Tanager,Conothraupis mesoleuca,"(Berlioz, 1939)",R,EN,
PASSERIFORMES,Thraupidae,Tanagers,Slaty Tanager,Creurgops dentatus,"(Sclater & Salvin, 1876)",R,LC,Creurgops dentata
PASSERIFORMES,Thraupidae,Tanagers,Rufous-crested Tanager,Creurgops verticalis,"Sclater, 1858",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Grey-headed Tanager,Eucometis penicillata,"(Spix, 1825)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-goggled Tanager,Trichothraupis melanops,"(Vieillot, 1818)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Flame-crested Tanager,Islerothraupis cristata,"(Linnaeus, 1766)",R,LC,Tachyphonus cristatus
PASSERIFORMES,Thraupidae,Tanagers,White-shouldered Tanager,Islerothraupis luctuosa,"d'Orbigny & Lafresnaye, 1837",R,LC,Tachyphonus luctuosus
PASSERIFORMES,Thraupidae,Tanagers,Yellow-crested Tanager,Islerothraupis rufiventer,"(Spix, 1825)",R,LC,Tachyphonus rufiventer
PASSERIFORMES,Thraupidae,Tanagers,Pileated Finch,Coryphospingus pileatus,"(Wied, 1821)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Red-crested Finch,Coryphospingus cucullatus,"(Müller, 1776)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Fulvous-crested Tanager,Maschalethraupis surinama,"(Linnaeus, 1766)",R,LC,Tachyphonus surinamus
PASSERIFORMES,Thraupidae,Tanagers,Crimson-breasted Finch,Rhodospingus cruentus,"(Lesson, 1844)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Tawny-crested Tanager,Chrysocorypha delatrii,"Lafresnaye, 1847",R,LC,Tachyphonus delatrii
PASSERIFORMES,Thraupidae,Tanagers,White-winged Shrike-tanager,Lanio versicolor,"(D'Orbigny & Lafresnaye, 1837)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Fulvous Shrike-tanager,Lanio fulvus,"(Boddaert, 1783)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-throated Shrike-tanager,Lanio aurantius,"Lafresnaye, 1846",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,White-throated Shrike-tanager,Lanio leucothorax,"Salvin, 1864",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Red-shouldered Tanager,Tachyphonus phoenicius,"Swainson, 1838",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,White-lined Tanager,Tachyphonus rufus,"(Boddaert, 1783)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Ruby-crowned Tanager,Tachyphonus coronatus,"(Vieillot, 1822)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,,Tachyphonus nattereri,"Pelzeln, 1870",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,Crimson-collared Tanager,Ramphocelus sanguinolentus,"(Lesson, 1831)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Masked Crimson Tanager,Ramphocelus nigrogularis,"(Spix, 1825)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Crimson-backed Tanager,Ramphocelus dimidiatus,"Lafresnaye, 1837",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Huallaga Tanager,Ramphocelus melanogaster,"(Swainson, 1838)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Silver-beaked Tanager,Ramphocelus carbo,"(Pallas, 1764)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Brazilian Tanager,Ramphocelus bresilius,"(Linnaeus, 1766)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Scarlet-rumped Tanager,Ramphocelus passerinii,"Bonaparte, 1831",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Cherrie's Tanager,Ramphocelus costaricensis,"Cherrie, 1891",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Flame-rumped Tanager,Ramphocelus flammigerus,"(Jardine & Selby, 1833)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Lemon-rumped Tanager,Ramphocelus icteronotus,"Bonaparte, 1838",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,,Ramphocelus flammigerus,"(Jardine & Selby, 1833)",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,,Ramphocelus passerinii,"Bonaparte, 1831",NR,NR,
PASSERIFORMES,Thraupidae,Tanagers,Lesson's Seedeater,Sporophila bouvronides,"(Lesson, 1831)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Lined Seedeater,Sporophila lineola,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Cinnamon-rumped Seedeater,Sporophila torqueola,"(Bonaparte, 1850)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,White-collared Seedeater,Sporophila morelleti,"(Bonaparte, 1850)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black Seedeater,Sporophila corvina,"(Sclater, 1859)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-breasted Seedeater,Sporophila ophthalmica,"Sclater, 1860",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Grey Seedeater,Sporophila intermedia,"Cabanis, 1851",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Wing-barred Seedeater,Sporophila americana,"(Gmelin, 1789)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,White-naped Seedeater,Sporophila fringilloides,"(Pelzeln, 1870)",R,LC,Dolospingus fringilloides
PASSERIFORMES,Thraupidae,Tanagers,Caqueta Seedeater,Sporophila murallae,"Chapman, 1915",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Black-and-white Seedeater,Sporophila luctuosa,"(Lafresnaye, 1843)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Double-collared Seedeater,Sporophila caerulescens,"(Vieillot, 1823)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Yellow-bellied Seedeater,Sporophila nigricollis,"(Vieillot, 1823)",R,LC,Sporophila melanops
PASSERIFORMES,Thraupidae,Tanagers,Dubois's Seedeater,Sporophila ardesiaca,"(Dubois, 1894)",R,LC,
PASSERIFORMES,Thraupidae,Tanagers,Thick-billed Seed-finch,Sporophila funerea,"Sclater, 1859",R,LC,Oryzoborus funereus
